Time,Speed,Occu,Label
18540,70.5256085,2,?
18600,68.35081,2.5,?
18620,74.8752055,2,?
18640,68.972181,0.5,?
18680,77.050004,1.5,?
18720,77.050004,0.5,?
18760,68.35081,0.5,?
18800,69.80067567,1.5,?
18820,72.700407,1,?
18840,68.972181,1,?
18880,70.62917033,1.5,?
18920,76.428633,0.5,?
18940,68.972181,0.5,?
18960,68.972181,1,?
18980,73.943149,0.5,?
19000,75.185891,0.5,?
19020,69.593552,1,?
19040,73.943149,0.5,?
19060,72.700407,0.5,?
19080,76.428633,1,?
19100,68.35081,1,?
19120,74.56452,1.5,?
19140,72.700407,2,?
19160,73.321778,0.5,?
19180,70.214923,1.5,?
19200,69.593552,0.5,?
19220,65.865326,2,?
19240,74.56452,2.5,?
19280,70.62917033,1.5,?
19300,71.87191233,1.5,?
19320,71.457665,1.5,?
19340,68.972181,2,?
19420,76.428633,1.5,?
19440,71.457665,0.5,?
19500,63.379842,0.5,?
19520,66.486697,1.5,?
19560,67.108068,0.5,?
19580,71.457665,1,?
19600,67.729439,0.5,?
19620,74.56452,4,?
19640,70.214923,0.5,?
19660,66.2381486,4,?
19680,68.972181,1.5,?
19740,69.593552,1.5,?
19760,70.836294,1.5,?
19780,73.321778,0.5,?
19820,71.1469795,2,?
19840,70.214923,0.5,?
19860,73.943149,0.5,?
19880,73.943149,0.5,?
19920,74.56452,3,?
19940,69.593552,3,?
19960,72.700407,2.5,?
19980,72.700407,2.5,?
20000,65.243955,0.5,?
20060,67.729439,0.5,?
20080,55.302019,0.5,?
20100,73.321778,2,?
20140,67.108068,2.5,?
20160,68.972181,2.5,?
20180,72.079036,1,?
20200,64.622584,1,?
20220,64.622584,1,?
20240,70.836294,2,?
20260,69.9042375,1.5,?
20280,69.2828665,2.5,?
20300,70.836294,3,?
20320,72.700407,1,?
20340,74.91958914,3.5,?
20360,67.93656267,1.5,?
20380,68.88341371,5,?
20400,77.671375,1.5,?
20420,72.079036,0.5,?
20460,65.243955,3.5,?
20480,68.6614955,1,?
20500,65.243955,2.5,?
20520,66.1760115,1,?
20560,70.836294,1,?
20580,65.865326,1.5,?
20600,69.17930467,1.5,?
20620,69.593552,3.5,?
20640,66.7973825,1,?
20660,66.7973825,1,?
20680,69.593552,2,?
20700,68.35081,3.5,?
20720,70.836294,0.5,?
20740,70.836294,0.5,?
20760,67.729439,2.5,?
20780,70.5256085,1,?
20800,70.5256085,1,?
20820,58.408874,1,?
20840,70.836294,1.5,?
20880,64.46724125,5,?
20900,70.214923,1,?
20920,68.6614955,4.5,?
20940,68.6614955,4.5,?
20960,57.787503,0.5,?
20980,66.1760115,3,?
21000,67.6051648,2.5,?
21020,70.214923,1.5,?
21060,73.0110925,1,?
21080,73.0110925,1,?
21100,63.0070194,3,?
21120,66.2381486,3,?
21140,68.972181,1,?
21180,70.836294,2.5,?
21200,70.836294,2.5,?
21220,68.55793367,1.5,?
21240,64.001213,2,?
21260,62.758471,0.5,?
21280,65.865326,1.5,?
21300,59.651616,5,?
21340,72.700407,1,?
21360,70.214923,0,?
21380,70.214923,0,?
21400,66.486697,0.5,?
21420,57.787503,5.5,?
21440,62.0128258,2.5,?
21460,61.6400032,5.5,?
21480,61.6400032,5.5,?
21500,58.7195595,3,?
21520,51.573793,0.5,?
21540,62.1371,1,?
21560,65.5546405,1,?
21580,59.651616,1,?
21600,57.6632288,4.5,?
21620,59.030245,2,?
21660,67.729439,1.5,?
21680,56.1719384,2.5,?
21700,70.214923,0.5,?
21720,59.030245,2.5,?
21740,64.8711324,7,?
21760,65.243955,0.5,?
21780,60.894358,2.5,?
21800,60.272987,1,?
21820,71.457665,0.5,?
21840,51.573793,0.5,?
21860,62.3856484,4.5,?
21880,64.622584,0.5,?
21900,54.680648,2.5,?
21920,70.214923,2,?
21940,57.787503,1,?
21960,54.059277,1,?
21980,50.952422,0.5,?
22000,51.573793,2,?
22020,56.544761,1,?
22040,54.059277,0.5,?
22060,52.40228767,1.5,?
22080,49.70968,2.5,?
22120,54.9913335,3,?
22140,47.224196,2.5,?
22180,47.57926514,5,?
22200,44.85168855,9,?
22240,49.70968,4,?
22260,49.88721457,5,?
22280,55.6127045,3.5,?
22300,51.15954567,1.5,?
22320,50.331051,5.5,?
22340,51.6980672,3,?
22360,46.602825,2.5,?
22400,45.15295933,6.5,?
22420,46.2921395,1.5,?
22440,47.01707233,6.5,?
22460,52.195164,1,?
22480,44.738712,4.5,?
22500,47.4727444,4.5,?
22520,44.738712,2.5,?
22540,44.738712,5.5,?
22560,47.845567,5.5,?
22580,53.437906,4,?
22600,55.302019,0.5,?
22620,39.767744,3,?
22640,48.7776235,4.5,?
22660,50.952422,3.5,?
22680,44.738712,1,?
22700,47.845567,2.5,?
22720,46.7270992,3.5,?
22740,42.874599,3,?
22760,45.981454,1.5,?
22780,49.9582284,3.5,?
22800,51.573793,1,?
22820,50.4553252,4,?
22840,52.816535,5,?
22860,43.49597,2.5,?
22980,45.360083,2.5,?
23000,53.85215333,2,?
23020,53.9350028,4.5,?
23040,57.166132,0.5,?
23060,37.5929455,4,?
23080,48.5912122,4,?
23100,47.845567,2.5,?
23120,56.544761,1.5,?
23140,44.117341,3,?
23180,48.466938,6,?
23200,40.389115,1.5,?
23220,43.49597,2.5,?
23240,45.981454,3.5,?
23260,47.224196,3,?
23280,51.2631075,2.5,?
23320,46.39570133,7,?
23340,44.738712,2,?
23360,44.4280265,3,?
23380,48.466938,4,?
23400,47.32775783,4.5,?
23440,37.28226,4,?
23460,40.389115,1.5,?
23480,33.554034,5,?
23500,40.6998005,4.5,?
23520,46.8513734,3.5,?
23540,46.8513734,3.5,?
23580,34.4860905,6.5,?
23600,47.845567,2,?
23620,39.767744,6,?
23640,47.01707233,2,?
23660,40.6998005,1.5,?
23680,41.010486,3.5,?
23700,42.874599,3,?
23720,41.010486,5,?
23740,44.738712,4,?
23760,44.117341,0.5,?
23780,32.311292,6.5,?
23800,36.039518,8.5,?
23820,52.816535,2,?
23840,43.49597,2.5,?
23860,52.5058495,4.5,?
23880,49.70968,1.5,?
23900,46.39570133,3,?
23920,44.2416152,5,?
23940,44.2416152,5,?
23960,52.5058495,1,?
23980,37.903631,6,?
24000,37.903631,6,?
24020,34.175405,4,?
24040,34.175405,3,?
24060,41.010486,5.5,?
24080,46.75816775,3.5,?
24100,46.602825,1.5,?
24120,49.3989945,3,?
24140,49.70968,4,?
24160,49.70968,4,?
24180,39.146373,1.5,?
24200,41.631857,6.5,?
24220,42.253228,5.5,?
24240,45.981454,3.5,?
24260,45.56720667,3,?
24280,42.0046796,4,?
24300,39.146373,4,?
24320,41.010486,6,?
24340,45.360083,1,?
24360,41.1347602,4,?
24380,41.010486,4.5,?
24400,47.75679971,5,?
24460,35.62527067,6,?
24480,35.62527067,6,?
24500,35.1695986,5,?
24520,38.525002,2.5,?
24540,42.0046796,5,?
24560,42.253228,2.5,?
24580,39.6434698,5,?
24600,50.331051,2,?
24640,37.903631,1,?
24660,34.796776,4,?
24680,33.554034,5.5,?
24700,38.7735504,5,?
24720,38.7735504,5,?
24740,47.845567,3,?
24760,47.845567,3.5,?
24780,39.767744,1,?
24800,39.767744,1,?
24820,42.253228,5,?
24840,41.3833086,4.5,?
24860,41.3833086,4.5,?
24880,45.360083,4.5,?
24900,42.9988732,4.5,?
24920,47.224196,2,?
24980,41.010486,6.5,?
25000,43.70309367,3,?
25020,39.8920182,4,?
25040,43.41829863,7.5,?
25060,43.41829863,7.5,?
25080,46.2921395,2.5,?
25100,46.2921395,2.5,?
25120,44.738712,0.5,?
25140,44.738712,0.5,?
25160,45.360083,3,?
25180,40.389115,1,?
25200,42.874599,3,?
25220,34.796776,6.5,?
25240,36.039518,3.5,?
25260,47.845567,1,?
25280,29.204437,5.5,?
25300,27.961695,8.5,?
25320,37.28226,3.5,?
25340,37.28226,2,?
25360,40.0784295,5,?
25380,40.389115,3.5,?
25400,39.146373,1.5,?
25420,35.418147,2,?
25440,56.544761,0.5,?
25460,35.418147,2.5,?
25480,42.874599,3,?
25500,41.631857,5,?
25520,38.525002,3.5,?
25540,42.253228,3.5,?
25580,38.11075467,5.5,?
25600,42.78583171,5.5,?
25620,37.28226,1,?
25640,34.796776,1,?
25660,41.52829517,5.5,?
25680,41.010486,3.5,?
25700,47.224196,1.5,?
25720,39.35349667,3,?
25760,36.039518,6,?
25780,41.010486,2.5,?
25820,33.70937675,7.5,?
25840,38.8356875,3.5,?
25880,47.845567,3.5,?
25900,41.010486,1,?
25920,40.389115,6,?
25940,39.146373,2.5,?
25980,37.903631,4,?
26000,34.796776,3,?
26020,42.874599,3.5,?
26040,41.631857,4.5,?
26060,40.389115,1.5,?
26080,39.146373,6.5,?
26100,52.195164,0.5,?
26120,51.573793,0.5,?
26140,44.738712,5,?
26160,37.28226,2.5,?
26180,37.28226,1.5,?
26200,45.7329056,3.5,?
26240,47.224196,1,?
26260,37.22577173,10,?
26280,47.845567,2,?
26300,45.981454,3,?
26320,40.389115,4.5,?
26340,41.010486,1.5,?
26360,41.631857,2,?
26380,43.49597,0.5,?
26400,39.146373,5.5,?
26420,41.73541883,5,?
26440,39.767744,1,?
26460,41.010486,3,?
26480,41.631857,4.5,?
26500,41.631857,5,?
26520,46.602825,2.5,?
26540,42.874599,5,?
26560,49.70968,1.5,?
26580,41.010486,4,?
26600,44.738712,2.5,?
26620,47.845567,3,?
26640,45.981454,4,?
26660,50.952422,1.5,?
26700,40.05018536,10.5,?
26720,45.981454,2,?
26740,45.360083,3.5,?
26760,50.952422,0.5,?
26780,38.6492762,4,?
26800,38.6492762,4,?
26820,45.6707685,3,?
26840,40.18199133,4.5,?
26860,35.55622944,9.5,?
26880,35.98773708,16,?
26900,33.8647195,15.5,?
26920,33.554034,14,?
26940,36.31568289,18,?
26960,36.31568289,18,?
26980,35.418147,4.5,?
27000,36.660889,4.5,?
27020,38.1521794,8,?
27040,38.525002,7,?
27100,29.204437,10,?
27120,32.932663,8,?
27140,36.039518,8,?
27160,40.65541686,5.5,?
27180,31.689921,7,?
27200,35.418147,8.5,?
27220,25.20004611,12,?
27240,29.825808,2.5,?
27260,35.418147,6.5,?
27280,36.039518,13,?
27300,35.9152438,3.5,?
27320,36.660889,6,?
27340,37.903631,2,?
27360,40.389115,6.5,?
27380,43.49597,3,?
27440,32.311292,7.5,?
27460,35.418147,8,?
27480,39.59020943,9,?
27500,39.59020943,9,?
27520,37.1579858,12,?
27540,37.1579858,12,?
27560,40.0784295,9,?
27580,40.0784295,9,?
27600,41.29727262,12.5,?
27620,38.63465571,13.5,?
27640,40.32007378,7.5,?
27660,38.68034475,7,?
27680,38.68034475,7,?
27700,34.4860905,4.5,?
27720,37.72609643,10.5,?
27740,37.72609643,10.5,?
27760,41.83898067,9.5,?
27780,41.83898067,9.5,?
27800,36.49519007,14,?
27820,37.69650733,11,?
27840,37.69650733,11,?
27860,36.81623175,11,?
27880,38.80116689,8,?
27900,43.14090086,5,?
27920,42.874599,7,?
27940,43.95164207,11.5,?
27960,43.95164207,11.5,?
27980,46.2300024,3.5,?
28000,45.360083,6,?
28020,45.360083,6,?
28040,47.37953875,3,?
28060,50.17570825,3,?
28100,47.5348815,6,?
28120,46.602825,1.5,?
28140,50.2067768,4,?
28160,50.2067768,4,?
28180,47.5348815,4.5,?
28200,47.5348815,4.5,?
28220,48.05269067,3.5,?
28240,40.21158043,6.5,?
28260,46.1678653,9.5,?
28280,46.602825,0.5,?
28300,45.981454,2,?
28320,45.6707685,7.5,?
28340,47.224196,1.5,?
28360,47.224196,1.5,?
28380,51.573793,0.5,?
28400,52.816535,3,?
28420,50.68612014,3.5,?
28440,50.68612014,3.5,?
28460,43.49597,3,?
28480,43.49597,3,?
28500,46.2921395,5.5,?
28520,42.874599,4,?
28540,41.27678786,9.5,?
28560,41.27678786,9.5,?
28580,40.75158142,15,?
28600,41.7561312,10.5,?
28620,41.7561312,10.5,?
28640,34.175405,6.5,?
28660,41.27678786,6,?
28680,45.360083,0.5,?
28700,54.059277,3.5,?
28720,40.389115,3,?
28740,40.389115,3,?
28760,48.54460938,7.5,?
28780,45.981454,0.5,?
28800,62.758471,3,?
28820,43.1231474,3.5,?
28840,47.845567,5.5,?
28860,45.360083,3,?
28880,40.80336233,4.5,?
28900,45.19061818,10,?
28920,49.088309,2,?
28940,54.52530525,2.5,?
28960,47.845567,1.5,?
28980,49.70968,4,?
29000,36.039518,5,?
29020,38.9599617,14,?
29040,47.224196,2.5,?
29060,47.13542871,4.5,?
29080,49.70968,3.5,?
29100,50.331051,4.5,?
29120,55.302019,1,?
29160,47.224196,6,?
29200,54.059277,2,?
29220,42.253228,0.5,?
29240,45.09378114,8,?
29260,41.010486,5,?
29300,45.981454,3.5,?
29320,46.602825,0.5,?
29360,33.554034,6,?
29380,35.1074615,14.5,?
29400,46.2300024,3.5,?
29420,57.166132,2.5,?
29440,59.23736867,1.5,?
29460,60.272987,2,?
29480,65.865326,1.5,?
29500,59.44449233,1.5,?
29520,48.466938,2,?
29540,44.738712,1,?
29560,42.874599,1,?
29580,47.224196,9,?
29600,50.40009222,5.5,?
29620,59.9623015,4,?
29640,51.573793,4,?
29660,60.272987,0.5,?
29680,50.331051,2,?
29720,45.1115346,3.5,?
29740,45.62638486,6.5,?
29780,52.816535,6,?
29800,51.29762811,5.5,?
29820,57.58037933,3.5,?
29860,50.952422,2,?
29880,45.18254843,6.5,?
29900,51.48502571,4,?
29920,43.7445184,3,?
29940,46.2300024,6.5,?
29960,46.2921395,1.5,?
29980,46.2921395,1.5,?
30020,46.18857767,9,?
30060,39.146373,0.5,?
30080,57.166132,1,?
30100,54.26640067,1.5,?
30120,45.6707685,4.5,?
30140,50.7038736,6,?
30160,57.787503,0.5,?
30180,50.952422,1.5,?
30220,55.47955357,5.5,?
30240,52.195164,2.5,?
30260,56.544761,0.5,?
30280,50.0203655,2,?
30300,42.04610433,6,?
30320,44.89405475,6,?
30340,44.117341,2.5,?
30360,57.58037933,4,?
30380,58.408874,1.5,?
30400,47.63844333,4,?
30420,54.9913335,2,?
30440,52.97187775,2,?
30460,52.816535,0.5,?
30480,57.787503,1,?
30500,56.40667856,4.5,?
30520,49.86502275,6,?
30540,64.001213,1.5,?
30560,54.680648,2,?
30580,53.437906,4.5,?
30600,54.059277,0.5,?
30620,60.272987,2,?
30660,57.4768175,2,?
30680,56.63352829,6,?
30720,60.272987,1,?
30740,53.34913871,4,?
30760,50.952422,3,?
30780,57.06257017,3,?
30800,55.50914267,3.5,?
30820,56.544761,1,?
30840,54.26640067,2,?
30860,55.302019,5,?
30880,52.29872583,4.5,?
30900,59.651616,2,?
30920,37.903631,3,?
30940,47.845567,8.5,?
30960,49.088309,1.5,?
30980,44.89405475,4.5,?
31000,51.75132757,5,?
31020,56.544761,0.5,?
31040,48.466938,2.5,?
31060,54.059277,2.5,?
31080,54.8049222,3,?
31100,60.272987,1.5,?
31120,53.1272205,1,?
31140,45.360083,2,?
31180,50.952422,0.5,?
31200,48.31159525,5.5,?
31220,45.89268671,11.5,?
31240,64.622584,0.5,?
31260,58.6574224,3,?
31280,52.816535,2.5,?
31300,46.602825,3.5,?
31320,51.78091667,1.5,?
31360,45.7329056,3.5,?
31380,46.52515363,5.5,?
31420,51.2631075,2.5,?
31440,53.17160414,6,?
31460,62.55134733,1.5,?
31500,62.1371,1.5,?
31520,47.224196,0.5,?
31560,53.7485915,1,?
31600,59.030245,1.5,?
31620,51.2631075,10.5,?
31640,51.36666933,9,?
31720,50.53817467,5,?
31740,56.95900833,2,?
31760,50.56406513,11.5,?
31780,49.088309,5.5,?
31800,50.331051,0.5,?
31820,50.331051,0.5,?
31840,59.85873967,3.5,?
31860,56.544761,4,?
31880,65.243955,1,?
31900,62.0128258,4,?
31920,52.60941133,2,?
31940,51.573793,1,?
31960,57.58037933,2,?
31980,63.379842,2,?
32000,56.75188467,1.5,?
32020,52.195164,1.5,?
32040,49.91680367,1.5,?
32080,44.117341,0.5,?
32100,50.74529833,4.5,?
32120,49.50255633,5,?
32140,64.001213,1.5,?
32180,50.331051,2,?
32200,52.816535,2,?
32240,59.651616,0.5,?
32260,51.573793,3,?
32280,52.195164,1.5,?
32340,44.117341,1,?
32360,60.11764425,2,?
32400,55.6748416,3.5,?
32420,59.030245,1.5,?
32440,69.593552,0.5,?
32460,52.816535,4.5,?
32480,52.816535,2.5,?
32500,50.87475063,9,?
32520,56.45599371,6.5,?
32540,60.894358,1,?
32600,50.331051,1.5,?
32620,59.44449233,4.5,?
32640,51.98804033,2,?
32660,58.408874,3,?
32680,54.26640067,1.5,?
32700,56.544761,1,?
32720,55.92339,2,?
32740,57.787503,0.5,?
32760,57.94284575,2.5,?
32780,62.34422367,1.5,?
32800,54.059277,1,?
32820,54.3078254,4.5,?
32840,51.573793,0.5,?
32860,51.573793,3,?
32880,56.544761,4.5,?
32900,60.272987,1,?
32920,55.302019,1.5,?
32940,53.437906,3.5,?
32960,54.680648,1.5,?
32980,42.253228,1,?
33000,47.224196,1,?
33020,47.224196,1,?
33060,60.272987,4.5,?
33080,49.3368574,10.5,?
33100,47.845567,3.5,?
33120,54.680648,2,?
33140,58.61599767,1.5,?
33160,58.61599767,1.5,?
33180,47.75679971,6,?
33200,58.61599767,2,?
33220,54.26640067,4,?
33240,65.865326,0.5,?
33260,60.48011067,2,?
33280,59.3409305,1,?
33320,55.6127045,2.5,?
33340,58.20175033,4.5,?
33360,57.166132,2,?
33380,70.62917033,1.5,?
33420,62.758471,1,?
33440,44.117341,2,?
33460,49.9582284,3.5,?
33500,57.787503,0.5,?
33520,43.1852845,3,?
33540,37.28226,2,?
33560,56.2340755,1,?
33600,54.4320996,3.5,?
33620,56.8554465,4,?
33640,56.544761,3.5,?
33660,65.243955,1,?
33680,52.816535,5,?
33720,55.302019,1,?
33740,62.1371,1,?
33760,60.894358,0.5,?
33780,49.088309,1,?
33820,51.2631075,5,?
33840,48.466938,1.5,?
33860,61.04970075,3.5,?
33880,66.486697,0.5,?
33900,48.466938,1,?
33940,54.8049222,5,?
33960,54.8049222,5,?
33980,53.1272205,6.5,?
34000,46.80994867,4,?
34020,54.059277,3.5,?
34040,54.059277,3.5,?
34060,62.758471,1.5,?
34100,52.60941133,1.5,?
34160,45.53761757,8,?
34180,48.1562525,7.5,?
34200,57.787503,0.5,?
34220,57.787503,0.5,?
34260,49.70968,3,?
34280,53.23078233,3.5,?
34300,58.408874,1,?
34320,54.680648,1,?
34420,52.60941133,3.5,?
34440,47.845567,1.5,?
34460,47.845567,1,?
34480,47.845567,1,?
34520,47.0999218,3,?
34540,47.0999218,3,?
34560,62.96559467,1.5,?
34580,56.9175836,4.5,?
34600,65.865326,1,?
34620,57.58037933,1.5,?
34640,59.49627325,3.5,?
34660,51.573793,3.5,?
34680,51.573793,3.5,?
34700,56.544761,2.5,?
34720,63.79408933,3,?
34740,62.1371,1.5,?
34760,45.981454,0.5,?
34780,59.9623015,4.5,?
34800,59.9623015,4.5,?
34820,63.6905275,2.5,?
34840,57.787503,2.5,?
34860,57.787503,2.5,?
34880,68.972181,1,?
34900,57.166132,4,?
34920,57.166132,4,?
34940,59.80695875,3.5,?
34960,61.30860533,3.5,?
34980,61.30860533,3.5,?
35000,64.001213,1,?
35020,64.41546033,1.5,?
35040,63.46860929,6,?
35060,63.379842,1,?
35080,47.845567,2,?
35100,54.680648,1,?
35120,60.48011067,6.5,?
35140,61.515729,1,?
35160,61.515729,1,?
35180,53.437906,0.5,?
35200,47.69022425,3,?
35220,52.195164,0.5,?
35240,56.2340755,2.5,?
35260,53.90393425,2,?
35280,69.593552,1,?
35300,52.76004673,11,?
35320,52.88557622,11,?
35340,52.88557622,11,?
35360,51.573793,11,?
35380,53.67092013,12.5,?
35400,54.680648,3,?
35420,61.67107175,3.5,?
35440,62.758471,3,?
35460,55.6127045,1,?
35480,55.6127045,1,?
35500,48.466938,0.5,?
35520,58.7195595,1,?
35540,64.622584,1.5,?
35560,64.622584,1.5,?
35580,50.12392733,1.5,?
35600,45.0493975,6,?
35620,45.0493975,6,?
35680,54.54256556,6.5,?
35760,62.758471,0.5,?
35780,55.302019,1.5,?
35800,55.302019,1.5,?
35820,52.816535,5.5,?
35840,52.816535,5.5,?
35860,52.195164,3,?
35880,75.185891,0.5,?
35900,68.972181,0.5,?
35920,72.700407,0.5,?
35960,66.90094433,1.5,?
35980,56.8554465,3.5,?
36000,55.7991158,5.5,?
36020,62.1371,0.5,?
36060,63.0691565,2,?
36100,57.787503,1.5,?
36120,63.58696567,6,?
36140,57.37325567,6,?
36160,54.1835512,6,?
36180,69.593552,0.5,?
36200,57.32147475,3,?
36220,56.544761,0.5,?
36280,58.2845998,3,?
36300,67.108068,1,?
36320,60.272987,2.5,?
36340,64.622584,3,?
36360,50.331051,1.5,?
36380,56.2340755,1,?
36420,52.63900043,6,?
36460,65.865326,2,?
36480,53.3136318,5.5,?
36500,45.360083,2,?
36520,58.408874,2.5,?
36540,54.680648,2,?
36560,60.272987,1,?
36580,48.466938,1,?
36600,57.166132,0.5,?
36640,50.0825026,3,?
36660,52.90530229,3.5,?
36680,54.680648,0.5,?
36700,50.952422,4,?
36720,57.5389546,2.5,?
36740,64.622584,2,?
36760,62.29244275,3.5,?
36780,55.23297778,5.5,?
36800,57.166132,4,?
36820,60.272987,0.5,?
36840,44.738712,3.5,?
36920,64.001213,13,?
36940,68.972181,13,?
36960,46.80994867,34.5,?
36980,58.0981885,9.5,?
37000,58.87490225,23,?
37020,60.894358,11,?
37060,57.166132,17,?
37080,51.8844785,13.5,?
37100,52.5058495,33,?
37120,52.816535,8,?
37140,56.8554465,12.5,?
37160,67.729439,1.5,?
37180,55.302019,3.5,?
37200,61.515729,1,?
37220,49.088309,1,?
37240,65.243955,0.5,?
37260,50.331051,3,?
37280,61.30860533,4.5,?
37300,70.214923,0.5,?
37320,54.8049222,2.5,?
37340,50.952422,6,?
37360,60.894358,1.5,?
37380,46.24775586,7.5,?
37400,49.35461086,9.5,?
37420,67.729439,1,?
37440,61.515729,5.5,?
37460,60.894358,1.5,?
37480,55.302019,4,?
37500,62.55134733,1.5,?
37520,46.602825,1,?
37540,65.865326,0.5,?
37560,60.68723433,5,?
37580,48.1562525,2.5,?
37600,47.845567,1.5,?
37620,52.816535,1,?
37640,59.9623015,1,?
37720,44.32446467,9.5,?
37740,42.253228,7.5,?
37760,70.214923,0.5,?
37780,54.680648,3,?
37800,61.515729,2.5,?
37820,45.360083,2,?
37840,50.331051,2.5,?
37860,54.059277,1,?
37880,50.53817467,3.5,?
37900,48.466938,4,?
37920,54.9913335,3,?
37940,68.972181,0.5,?
37960,61.72285267,1.5,?
37980,61.515729,1.5,?
38000,54.9913335,7,?
38060,56.8554465,1,?
38100,52.5058495,3.5,?
38120,51.0766962,3,?
38140,50.952422,1,?
38160,50.331051,3.5,?
38180,48.466938,1,?
38200,48.466938,0.5,?
38220,62.758471,1,?
38240,67.729439,0.5,?
38260,60.272987,0.5,?
38280,64.1254872,4,?
38300,65.865326,0.5,?
38320,57.63216025,4,?
38340,50.331051,0.5,?
38360,55.302019,0.5,?
38380,53.1272205,4.5,?
38400,48.11186886,4,?
38440,52.816535,2.5,?
38460,48.466938,2.5,?
38480,56.544761,2,?
38500,61.92997633,1.5,?
38540,59.651616,1.5,?
38600,53.9350028,6,?
38620,52.195164,2,?
38640,62.96559467,2,?
38660,60.272987,0.5,?
38700,53.64502967,1.5,?
38720,45.981454,2.5,?
38740,53.437906,3,?
38760,53.437906,3,?
38780,55.21325171,11,?
38800,58.408874,1.5,?
38820,71.66478867,1.5,?
38840,52.195164,0.5,?
38860,55.302019,1.5,?
38880,49.70968,0.5,?
38900,75.4965765,1,?
38920,65.243955,2,?
38940,57.166132,2,?
38960,56.14934309,14.5,?
38980,59.85873967,1.5,?
39000,59.85873967,1.5,?
39020,58.408874,2.5,?
39040,55.302019,4,?
39060,55.92339,5,?
39080,45.77433033,2,?
39100,45.77433033,2,?
39120,47.845567,0.5,?
39140,56.544761,1.5,?
39160,53.437906,1.5,?
39180,62.1371,4,?
39200,63.379842,0.5,?
39220,63.379842,0.5,?
39260,69.9042375,1,?
39280,69.9042375,1,?
